id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
ATTR201,ATTR 201,Field Experience in Athletic Training I,ATTR,1,"Field based experience in athletic training to provide on-the-job training designed to enhance and clarify career objectives; knowledge and skill development in professional behaviors, injury prevention and risk management.",3.78,Light,0,3.0
ATTR202,ATTR 202,Field Experience in Athletic Training II,ATTR,1,Field based experience in athletic training to provide on-the-job training designed to enhance and clarify career objectives; knowledge and skill development in recognition and evaluation of common injuries and illnesses and their management.,4.0,Light,17,5.0
ATTR301,ATTR 301,Field Experience in Athletic Training I,ATTR,1,Field based experience in athletic training to provide on-the-job training designed to enhance and clarify career objectives; knowledge and skill development in the treatment and rehabilitation of athletic injuries.,3.93,Light,0,3.3
ATTR302,ATTR 302,Field Experience in Athletic Training II,ATTR,1,Field based experience in athletic training to provide on-the-job training designed to enhance and clarify career objectives; knowledge and skill development in athletic training administration; exploration of policy and positon statements; professional development.,3.89,Light,13,3.0
BAEN201,BAEN 201,Analysis of Biological and Agricultural Engineering Problems,BAEN,3,"Overview of Biological and Agricultural Engineering discipline through case studies and engineering design problems; introduction to engineering design utilizing computer programming, 3-D computer-aided modeling and 2-D engineering drawings; introduction to manufacturing processes.",2.72,Challenging,0,2.3
BAEN281,BAEN 281,Professional Development Seminar,BAEN,1,Familiarization with engineering design process used in professional environments where BAEN and AGSM graduates are employed; discussion of professional development topics; improvement of technical communication skills. May be taken 4 times for credit.,-1,Unknown,0,3.0
BAEN284,BAEN 284,Internship,BAEN,0,No Credit. Practical experience working in a professional biological and agricultural engineering setting. May be taken three times.,-1,Unknown,0,3.0
BAEN285,BAEN 285,Directed Studies,BAEN,4,"Selected problems in any phase of agricultural engineering; credit and specific content dependent upon background, interest, ability and needs of student enrolled; individual consultations and reports required.",-1,Unknown,0,3.0
BAEN289,BAEN 289,Special Topics in...,BAEN,4,Selected topics in an identified area of agricultural engineering. May be repeated for credit.,-1,Unknown,0,3.0
BAEN291,BAEN 291,Research,BAEN,3,Research conducted under the direction of faculty member in biological and agricultural engineering.,-1,Unknown,0,3.0
BAEN301,BAEN 301,Biological and Agricultural Engineering Fundamentals I,BAEN,3,"Fundamental engineering concepts related to agricultural systems including the environment (soil, water, and air), plant and animal production systems and processing, and associated machines and facilities; application of techniques for data collection and analysis to problems in biological and agricultural engineering; design of experiments and communication of experimental results.",3.73,Light,46,4.5
BAEN302,BAEN 302,Biological and Agricultural Engineering Fundamentals II,BAEN,3,"Fundamentals of microbiology and biochemistry as they apply to biological and agricultural engineering systems to produce useful products and/or benign wastes; topics include microbiology, chemistry of biomolecules, microbial metabolism, bioenergetics, kinetics, mass transfer, bioreactor design, bioprocesses, and downstream processing.",3.36,Moderate,0,3.0
BAEN320,BAEN 320,Engineering Thermodynamics,BAEN,3,First and second laws of thermodynamics; properties of pure substances; analysis of closed and open systems; applications to steady-flow and non-flow processes; power and refrigeration cycles; psychrometrics.,3.18,Challenging,83,4.0
BAEN340,BAEN 340,Fluid Mechanics,BAEN,3,"Fundamentals of fluid properties; basic conservation principles of momentum, energy and continuity; flow through closed conduits; open channel flow; principles of turbomachines and compressible flow.",3.16,Challenging,0,3.0
BAEN354,BAEN 354,Engineering Properties of Biological Materials,BAEN,3,"Relationships between composition, structure and properties of biological materials; definition and measurement of mechanical, physical, thermal and other material properties; variability of properties; application of properties to engineering analysis and design of biological and agricultural processes and systems.",3.15,Challenging,0,3.0
BAEN365,BAEN 365,Unit Operations for Biological and Agricultural Engineering,BAEN,3,"Theoretical and practical understanding of basic unit operations required to design processes and equipment in the agricultural, biological, environmental, and food industries, with unique constraints presented by biological and agricultural systems considered in design of all units.",3.42,Moderate,44,3.0
BAEN366,BAEN 366,Transport Processes in Biological Systems,BAEN,3,"Basic principles governing transport of energy and mass; application of these principles to analysis and design of processes involving biological, environmental and agricultural systems.",2.57,Intensive,48,1.0
BAEN370,BAEN 370,Measurement and Control of Biological Systems and Agricultural Processes,BAEN,3,"Theory and application of sensors and techniques in the design of systems for automatic control in biological systems and agricultural production and processing; sensor operation; signal processing,; control techniques; automation and robotics.",3.13,Challenging,41,3.0
BAEN375,BAEN 375,Design Fundamentals for Agricultural Machines and Structures,BAEN,3,Applications of stress/strain relationships and failure theory to the design of agricultural machines and structures; structural properties of engineering materials; finite element analysis and computer aided engineering design.,3.61,Moderate,0,2.0
BAEN399,BAEN 399,Professional Development,BAEN,0,Participation in an approved high-impact learning practice; reflection on professional outcomes from the National Society of Professional Engineers’ Engineering Body of Knowledge; documentation and self-assessment of learning experience.,-1,Unknown,0,3.0
BAEN401,BAEN 401,Bioprocess Systems Design,BAEN,3,".   Application of engineering and biological principles in bioprocess systems design; design and scale up of upstream and downstream unit operations including bioreactors, sedimentation, centrifugation, membraned filtration, adsorption and produce formulation; bioprocess integration, scale up and sustainability assessment.",-1,Unknown,0,5.0
BAEN412,BAEN 412,Hydraulic Power,BAEN,3,"Hydraulic power systems; energy and power relationships; hydraulic fluid properties; frictional loses in pipelines; hydraulic pumps, cylinders, valves and motors; servo and proportional valves; circuit design and analysis; conductors, fittings and ancillary devices; maintenance of hydraulic systems; pneumatic components and circuits; electrical controls and fluid logic; electro-hydraulic systems.",3.86,Light,20,3.0
BAEN414,BAEN 414,Renewable Energy Conversions,BAEN,3,Energy/power systems through engineering and technical aspects of quantifying and designing the suitability of several types of renewable energy resources; new insights of vast resources that future engineers can harness to augment diminishing supplies of nonrenewable energy.,3.89,Light,0,3.0
BAEN417,BAEN 417,Fundamentals of Nanoscale Biological Engineering,BAEN,3,"Nanostructures, nanofabrication methods, instrumentation and applications pertinent to Biological, Food and Bioenergy systems; identification and utilization of key tools available for fabricating, manipulating and analysis of nanostructures used in biological engineering applications.",-1,Unknown,0,3.0
BAEN420,BAEN 420,Food Rheology,BAEN,3,"Theoretical and applied learning of rheology of food materials necessary for processing and preservation; topics include viscous liquids, structured materials, and hard solids; fundamental relationships between materials structure and measured properties to observed physical and performance behavior with regard to processing and mouthfeel.",3.92,Light,7,3.0
BAEN422,BAEN 422,Unit Operations in Food Processing,BAEN,3,Design of food process engineering systems; basic concepts of rheology and physical properties of foods; fundamentals of heat and mass transfer and process control.,3.35,Moderate,8,3.0
BAEN427,BAEN 427,Engineering Aspects of Packaging,BAEN,3,Introduction to properties and engineering aspects of materials for use as components of a package and/or packaging system; principles of design and development of packages; evaluation of product-package-environment interaction mechanisms; testing methods; environmental concerns; regulations; food packaging issues.,3.87,Light,22,3.0
BAEN431,BAEN 431,Fundamentals in Bioseparations,BAEN,3,Design principles and application of chemical engineering unit operations to the production of therapeutic and bioactive molecules.,2.83,Challenging,6,3.0
BAEN432,BAEN 432,Bioaerosols and Modeling,BAEN,3,"Overview of physical, mechanical, fluid dynamical, electrical, optical, and molecular aspects of bioaerosols; bioaerosol generation, sampling and deposition measurements including size distribution, morphology, chemical composition, bioaerosol samplers, sample analysis, dry and wet deposition, and biofilm resuspension; health effects of bioaerosols, antibiotic resistance, ambient sampling in industrial and agricultural fields.",-1,Unknown,0,3.0
BAEN460,BAEN 460,Principles of Environmental Hydrology,BAEN,3,"Hydrologic cycle; precipitation, evaporation, evapotranspiration, infiltration, percolation, runoff, streamflow; groundwater and surface water flow; transport of contaminants in surface water; measurement and analysis of hydrologic data for engineering design.",3.45,Moderate,20,3.0
BAEN464,BAEN 464,Irrigation and Drainage Engineering,BAEN,3,"Engineering principles and design of both surface and pressurized irrigation systems; introduction to the design of surface and subsurface drainage systems including crop water requirements, soil moisture, irrigation scheduling, surface irrigation, sprinkler irrigation, trickle irrigation, pumps, pipelines, irrigation canals, irrigation wells, and surface and subsurface drainage.",-1,Unknown,0,3.0
BAEN465,BAEN 465,Design of Biological Waste Treatment Systems,BAEN,3,"Management and treatment of high organic content wastes, with emphasis on agricultural and food processing wastes; engineering design of biological waste treatment processes; regulatory aspects affecting management of agricultural wastes.",3.39,Moderate,17,3.7
BAEN468,BAEN 468,Soil and Water Conservation Engineering,BAEN,3,"Engineering principles of soil and water conservation; open channel flow principles, hydraulic grade stabilization, erosion control, storm water management, design of structures for floodwater routing, culvert design, design of waterways and agricultural reservoirs, stream bank protection, water quality assessment, groundwater flow, surface water modeling.",3.42,Moderate,12,3.0
BAEN469,BAEN 469,Water Quality Engineering,BAEN,3,Nonpoint source pollution processes including transport mechanisms and contaminant fate; design of best management practices for abating nonpoint source pollution.,3.33,Moderate,0,3.0
BAEN471,BAEN 471,Bioreactor Engineering,BAEN,3,"Fundamentals of microbial and enzyme kinetics; basic biochemical reaction theory and reactor systems; heterogeneous reactions and transport considerations in enzyme and cell reactors, and immobilized systems; bioreactor design considerations in bioprocessing.",3.13,Challenging,0,3.0
BAEN477,BAEN 477,Air Pollution Engineering,BAEN,3,"Design of air pollution abatement equipment and systems to include cyclones, bag filters and scrubbers; air pollution regulations; permitting; dispersion modeling; National Ambient Air Quality Standards.",3.64,Moderate,55,3.0
BAEN479,BAEN 479,Biological and Agricultural Engineering Design I,BAEN,3,"Capstone design project selection from problems posed by biological and agricultural engineers in industrial practice; completion of project feasibility study and outline; design philosophy, teamwork and communication; economics; product liability and reliability; use of standards and codes; goal setting, professional development, and time management; project to be completed in BAEN 480 .",3.56,Moderate,0,3.0
BAEN480,BAEN 480,Biological and Agricultural Engineering Design II,BAEN,3,Continuation of engineering design experience through team solution of design problem developed in BAEN 479 ; preparation of design solution under supervision of biological and agricultural engineering staff and clients; critical evaluation of results by students; staff and industrial consultants.,3.82,Light,41,3.0
BAEN481,BAEN 481,Seminar,BAEN,1,Review of current literature dealing with agricultural engineering problems presented by staff members and students.,-1,Unknown,0,3.0
BAEN484,BAEN 484,Internship,BAEN,0,No Credit. Practical experience working in a professional biological and agricultural engineering setting. May be taken three times.,-1,Unknown,0,3.0
BAEN485,BAEN 485,Directed Studies,BAEN,4,"Selected problems in any phase of agricultural engineering. Credit and specific content dependent upon background, interest, ability and needs of student enrolled. Individual consultations and reports required.",-1,Unknown,0,3.0
BAEN489,BAEN 489,Special Topics in...,BAEN,4,Special topics in an identified area of agricultural engineering. May be repeated for credit.,3.33,Moderate,0,3.0
BAEN491,BAEN 491,Research,BAEN,3,Research conducted under the direction of faculty member in biological and agricultural engineering. May be repeated 2 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded.,4.0,Light,8,3.0
BEFB425,BEFB 425,Student Teaching in Hispanic Bilingual Education,BEFB,3,Observation and participation in Hispanic bilingual education classroom activity; supervised student teaching in accredited school. Must be taken on a satisfactory/unsatisfactory basis. 5 GPA in teaching fields and professional development; approval of department head; senior classification. Must be taken concurrently with BEFB 426 .,-1,Unknown,0,3.0
BEFB426,BEFB 426,Effective Instruction of Hispanic Students of Diverse Abilities,BEFB,3,Field-based application of effective instructional strategies for teaching Hispanic bilingual students of diverse abilities. Must be taken on a satisfactory/unsatisfactory basis. 5 GPA in teaching fields and professional development; approval of department head. Must be taken concurrently with BEFB 425 .,-1,Unknown,0,3.0
BEFB470,BEFB 470,Bilingual Assessment and Monitoring,BEFB,3,Assessment of language ability for second language learners; assessment instruments in bilingual/ESL programs; scoring and evaluation of second language assessment instruments.  Must be taken concurrently with BEFB 476 .,4.0,Light,9,3.0
BEFB472,BEFB 472,Bilingual and Dual Language Methodologies,BEFB,3,Use of theory and effective teaching practice in promoting student's development of strong social and academic skills; relationship of culture to language.  Must be taken concurrently with BEFB 474 .,4.0,Light,0,1.0
BEFB474,BEFB 474,Biliteracy for Bilingual and Dual Language Classrooms,BEFB,3,Social and linguistic characteristics of second language learners influencing literacy skills; reading and literature instruction for second language learners; reading and writing process across the curriculum for second language learners.  Must be taken concurrently with BEFB 472 .,4.0,Light,0,3.0
BEFB476,BEFB 476,Content Area Instruction for Bilingual Programs,BEFB,3,"Use of theory and various approaches for integrating English as a second language; learning strategies relating to how plans, procedures and units engage language teachers, students and learning environments.  Must be taken concurrently with BEFB 470 .",3.47,Moderate,9,3.0
BEFB482,BEFB 482,Seminar in Teachers as Effective Communicators,BEFB,1,"Effective communication techniques for working with learners, colleagues, administrators and stakeholders; professional and social linguistic protocols for bilingual education teachers.",3.9,Light,0,3.0
BESC201,BESC 201,Introduction to Bioenvironmental Sciences,BESC,3,"A broad survey of environmental science with an emphasis on scientific literacy, current events, global and international issues and historic context.",3.56,Moderate,224,4.3
BESC203,BESC 203,Microbiomes and Their Environment,BESC,3,"Fundamentals of microbiomes; emphasis of interactions between microbiomes and their environments; assessment of impacts of microbiome functions on human, animals, plants and environmental processes; consideration of social and legal implications of microbiome engineering.",3.32,Moderate,0,4.9
BESC204,BESC 204,Molds and Mushrooms: The Impact of Fungi on Society and the Environment,BESC,3,"Introduction to the fungi and the impact these organisms have on society and the environment; includes life cycles of fungi; classification schemes, pathogens of plants, animals and humans, fungi in food production; toxic fungi and the law, and others.",3.01,Challenging,155,4.7
BESC285,BESC 285,Directed Studies,BESC,4,Individually supervised research or advanced studies for lower-division undergraduate students to independently investigate special problems not available in existing courses.,-1,Unknown,0,3.0
BESC291,BESC 291,Research,BESC,4,Research conducted under the direction of faculty member in bioenvironmental sciences. May be repeated 3 times for credit.,-1,Unknown,0,3.0
BESC311,BESC 311,International Perspectives on Environmental Issues,BESC,3,"Role of the United Nations and other institutions that promote international cooperation toward sustainable development goals; influence of cultural views on critical thinking about environmental issues, including population, water and agriculture, biodiversity and energy.",-1,Unknown,0,3.0
BESC314,BESC 314,"Pathogens, the Environment and Society",BESC,3,"The impact of microorganisms (bacteria, fungi and viruses) on the development of modern culture and society; the role pathogens played in the history of mankind and the influence of the changing environment on emerging diseases.",3.36,Moderate,0,3.0
BESC320,BESC 320,Water and the Bioenvironmental Sciences,BESC,3,Critical understanding of salient issues relating to fresh water as a limited and important bioenvironmental resource.,3.43,Moderate,0,1.7
BESC357,BESC 357,Biotechnology for Biofuels and Bioproducts,BESC,3,"Biotechnology issues in developing bioenergy as a renewable energy source; emphasis on the three generations of bioenergy and enabling technologies; special topics include recent advances in bioenergy research, government policy, and industrial development.",2.92,Challenging,80,4.5
BESC367,BESC 367,U.S. Environmental Regulations,BESC,3,"Investigation of the legal infrastructure of the U.S. associated with regulating environmental impacts; examination of major U.S. environmental statutes associated with air and water quality, toxic substances, waste and hazardous substance release, energy and natural resources; review the relationship between U.S. policy and international environmental regulations.",3.38,Moderate,0,2.0
BESC401,BESC 401,Bioenvironmental Microbiology,BESC,3,"The interactions of microorganism in diverse environments; applied aspects of microbial interactions in the environment, their effects on the environment, and potential use to solve environmental problems.",2.57,Intensive,0,2.2
BESC402,BESC 402,Microbial Processes in Bioremediation,BESC,3,Metabolic pathways of microbes involved in the biodegradation of hazardous materials; ecological requirements for biotreatability of contaminated sites; emphasis on factors affecting microbial growth; strategies for in situ bioaugmentation.,3.18,Challenging,57,3.7
BESC403,BESC 403,Sampling and Environmental Monitoring,BESC,3,"Introduction to environmental sampling and methodology; strategies and analyses of sampling data; overview of current applications of sampling and monitoring in the environmental sciences; emphasis on practical aspects of sampling from air, soil and water; detection and quantification of microbial and chemical unknowns in environmental media.",3.69,Moderate,24,4.4
BESC411,BESC 411,Environmental Health and Safety Compliance,BESC,3,"Investigation of various Environmental Health and Safety (EHS) practices necessary for compliance with state and federal regulations; reinforcement of real-world understanding; tour several regulated facilities on campus and learn about the particular TAMU-EHS compliance management strategies for each (utilities, underground storage tanks, wastewater treatment and hazardous waste facility).",-1,Unknown,0,1.9
BESC421,BESC 421,Bioenvironmental Project Planning and Management,BESC,3,"Management processes for managing projects in academic, government or industry settings; exploration of projects that are hypothesis driven, exploratory and product-driven; critical communication planning, meeting stakeholders and sponsors expectations and ensuring regulatory compliance; emphasis on project management life cycle, managing change, communication planning and the work environment.",3.52,Moderate,0,3.0
BESC431,BESC 431,Bioenvironmental Data Analysis,BESC,3,"Data management, analysis and interpretation specifically for bioenvironmental research purposes; development of skills required to draw conclusions from data, specifically the types of data relevant to studying the interface of biological and environmental processes; exploration of the challenges of bioenvironmental data analysis; exposure to and development of skills in presentations that highlight the challenges of successfully communicating results and conclusions that necessarily rest on interpretation and assumptions.",3.56,Moderate,24,3.0
BESC481,BESC 481,Seminar,BESC,1,Capstone course for topics in bioenvironmental sciences; critical analysis of environmental issues through written themes and presentations. May be taken three times for credit.,3.8,Light,46,4.7
BESC484,BESC 484,Field Experience,BESC,4,An on-the-job supervised experience program conducted in the area of the student's specialization.,3.83,Light,6,3.0
BESC485,BESC 485,Directed Studies,BESC,4,Special problems for advanced undergraduates to permit study of subject matter not available in existing courses.,-1,Unknown,0,3.0
BESC489,BESC 489,Special Topics in...,BESC,4,Selected topics in an identified area of bioenvironmental sciences. May be repeated for credit.,-1,Unknown,0,4.9
BESC491,BESC 491,Research,BESC,4,Research conducted under the direction of faculty member in bioenvironmental sciences. May be repeated 3 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded.,-1,Unknown,0,3.0
BICH101,BICH 101,Introduction to Biochemical and Genetics Research Methods,BICH,1,"Foundational concepts for biochemistry and genetics research methods; topics include principles of the scientific method, experimental design, analytical tools, and logical thinking, with a special focus on the use of emerging technologies such as artificial intelligence (AI) in biochemical and genetics research.",3.59,Moderate,0,2.9
BICH102,BICH 102,Introduction to Biochemical and Genetic Techniques,BICH,1,Introduction to biochemistry and genetics essential techniques; concepts learned from BICH/ GENE 101/BICH 101 utilized in practical laboratory situations to understand the relevance and use of these techniques in real-world research settings.,-1,Unknown,0,3.0
BICH201,BICH 201,Introduction to Information Literacy and Artificial Intelligence Tools for Biochemistry and Genetics,BICH,1,"Introduction to essential skills and knowledge for effective learning, information retrieval, evaluation, and utilization of AI tools in the fields of biochemistry and genetics; developing critical thinking abilities, learning to navigate scientific literature, evaluating the credibility of information sources, and leveraging AI tools to enhance their research and problem-solving capabilities.",-1,Unknown,0,3.0
BICH202,BICH 202,Biochemical and Genetic Concepts in Medicine - Case Studies,BICH,1,"Exploration of the link between fundamental genetic and biochemical processes and disease states, using case studies of several human diseases; deeper comprehension and critical thinking about molecular causes of diseases and treatment strategies.",-1,Unknown,0,3.0
BICH285,BICH 285,Directed Studies,BICH,4,Introduction to laboratory research.,-1,Unknown,0,3.0
BICH303,BICH 303,Elements of Biological Chemistry,BICH,3,"Survey of the biochemical sciences designed for the non-biochemistry major; overview of the chemistry and metabolism of biologically important molecules, the biochemical basis of life processes, cellular metabolism and regulation. Students requiring biochemistry in greater depth should register for BICH 410 and BICH 411 .",2.6,Intensive,106,2.8
BICH403,BICH 403,Cellular Biophysics,BICH,3,Current topics in cellular biophysics and systems biology; quantitative and predictive perspectives of cellular life; basic tools of biophysics such as fluorescence imaging and data analysis.,3.13,Challenging,0,3.0
BICH404,BICH 404,Biochemical Calculations,BICH,2,Quantitative and computational approaches to biochemical problems.,3.29,Challenging,10,3.4
BICH406,BICH 406,Molecular Mechanisms of Cell Interactions,BICH,3,"Current topics in biomolecules, natural product antibiotics and application in infectious diseases, modern and historical approaches to antibiotic discovery, biomedical glycobiology, glycosylation in diseases and pathobiology.",3.24,Challenging,11,3.0
BICH409,BICH 409,Principles of Biochemistry,BICH,3,"A rigorous, survey of topics in biochemistry; topics include structure and function of molecules within living cells, major metabolic pathways and their regulation and role in disease; provides preparation for advanced study in the health sciences.",2.7,Challenging,252,2.6
BICH410,BICH 410,Comprehensive Biochemistry I,BICH,3,"Structure, function and chemistry of proteins and carbohydrates; kinetics, mechanisms and regulation of enzymes; metabolism of carbohydrates. Not open to biochemistry or genetics majors.",2.57,Intensive,471,2.8
BICH411,BICH 411,Comprehensive Biochemistry II,BICH,3,"A continuation of BICH 410 ; structure, function, chemistry and metabolism of lipids and nucleic acids; cellular metabolism viewed from the standpoint of energetics and control mechanisms; interrelationships of metabolic pathways.",2.82,Challenging,558,3.1
BICH412,BICH 412,Biochemistry Laboratory I,BICH,1,"Selected methods used to identify, isolate, purify and characterize biomolecules. Not open to biochemistry or genetics majors.",3.09,Challenging,170,4.0
BICH414,BICH 414,Biochemical Techniques I,BICH,2,"Analysis of the effects of charge on protein function and stability; techniques include site-directed mutagenesis, protein purification, affinity chromatography, SDS-PAGE, enzyme kinetics, MALDI-TOF, molecular modeling, and protein folding.",3.15,Challenging,66,3.0
BICH416,BICH 416,Mechanisms of Cell Division,BICH,1,Mitotic cell cycle; progression of biochemical and morphological phases and events; duplication of cellular constituents and segregation into daughter cells.,-1,Unknown,0,3.0
BICH419,BICH 419,Computational Techniques for Evolutionary Analysis,BICH,3,Computational techniques for studying evolution; algorithms for construction and analysis of evolutionary relationships.,3.55,Moderate,0,4.5
BICH420,BICH 420,Bioethics,BICH,3,"The application of ethical theory to the use of modern genetics and biochemistry stressing the social implications of genetic engineering, agricultural manipulation and biotechnology.",4.0,Light,13,3.0
BICH431,BICH 431,Molecular Genetics,BICH,3,"Molecular basis for inheritance; gene structure and function, chromosomal organization, replication and repair of DNA, transcription and translation, the genetic code, regulation of gene expression, genetic differentiation and genetic manipulations.",2.91,Challenging,46,2.4
BICH432,BICH 432,Laboratory in Molecular Genetics,BICH,2,Laboratory for molecular genetics providing technical experience with tools of molecular biology.,3.25,Challenging,18,2.7
BICH440,BICH 440,Biochemistry I,BICH,3,"Rigorous treatment of the structure, function and chemistry of proteins and carbohydrates; kinetics, mechanisms and regulation of enzymes; metabolism of carbohydrates; designed for biochemistry and genetics majors.",2.86,Challenging,12,3.7
BICH441,BICH 441,Biochemistry II,BICH,3,"Continuation of BICH 440 ; structure, function, chemistry and metabolism of lipids and nucleic acids, cellular metabolism viewed from the standpoint of energetics and control mechanisms; interrelationships of metabolic pathways. Course designed for biochemistry and genetics majors and honors students only.",2.73,Challenging,52,3.2
BICH450,BICH 450,Genomics,BICH,4,"The study of genomic data includes consideration of the logic behind the most important genomic approaches, as well as their capabilities and limitations in investigating biological processes; the science of accessing and manipulating genomic data; and practical applications, including development of an hypotheses-driven datamining experiment.",-1,Unknown,0,3.0
BICH456,BICH 456,Ribonucleic Acid World,BICH,3,"Emphasis on novel roles and mechanisms of newly discovered Ribonucleic Acid (RNA) species including non-coding RNA's; RNA silencing, circular RNA's, RNA guided epigenetic regulation, clustered regulary interspaced short palindromic repeats (CRISPR)-Cas immunity, genome editing, telomerase biogenesis, riboswitches, exosome, editosome and RNA remodeling.",3.63,Moderate,0,3.0
BICH460,BICH 460,Genome Annotation with Ontologies,BICH,1,Use of ontologies as structured controlled vocabularies for the organization of biological data; annotation based on critical reading of the scientific literature. May be taken two times for credit.,-1,Unknown,0,3.0
BICH464,BICH 464,Bacteriophage Genomics,BICH,3,Examination of the latest technologies in genomic analysis by sequencing and annotating the genomes of novel bacterial viruses (phage); generates real data which will be submitted to the NIH/NCBI public database; includes phage biology and potential uses.,3.47,Moderate,9,3.0
BICH485,BICH 485,Directed Studies,BICH,4,Directed study in biochemistry not included in established courses.,-1,Unknown,0,3.0
BICH489,BICH 489,Special Topics in...,BICH,4,"Selected topics in an identified area of biochemistry, biophysics or nutrition. May be repeated for credit.",3.8,Light,5,3.0
BICH491,BICH 491,Research,BICH,4,Laboratory research supervised by faculty in biochemistry or biophysics.,4.0,Light,27,3.0
BIMS101,BIMS 101,Introduction to Biomedical Sciences,BIMS,1,"Integration into the BIMS program through content and assignments; understanding of problem solving, personal, and social responsibility; development of self-efficacy, self-awareness, and sense of purpose; becoming actively engaged inside and outside the classroom; becoming socially integrated within the university community.",-1,Unknown,0,4.2
BIMS110,BIMS 110,One Health in Action,BIMS,1,"Exploration of the concept of One Health; the interconnected and interdependent health of humans, animals and ecosystems; the conceptual framework that encompasses human and veterinary medical sciences, agricultural sciences, food safety, public health, epidemiology, environmental health, toxicology, wildlife ecology and conservation and many related fields of study or research.",4.0,Light,146,4.6
BIMS120,BIMS 120,Learners in Transition,BIMS,0,"High-impact, one-semester course; acclimation to the university, the College of Veterinary Medicine & Biomedical Sciences faculty, the BIMS program staff and peer mentors; exploration of campus resources, discourse from faculty and students, meetings with advisors, determination of strengths and exploration of personal and financial wellness, diversity and inclusion. Must be taken on a satisfactory/unsatisfactory basis.",-1,Unknown,0,3.0
BIMS125,BIMS 125,Animals in Society,BIMS,1,"Introduction to integration of humans and animals in society, focusing on animal, human and environmental health of common species as well as special roles of animals.",4.0,Light,10,3.0
BIMS201,BIMS 201,Introduction to Phenotypic Expression in the Context of Human Medicine,BIMS,2,"Study of human genetics with respect to gene expression as it pertains to the cell cycle, development, cancer, aging and epigenetics; discussions and debates surrounding medical examples and case studies.",-1,Unknown,0,5.0
BIMS250,BIMS 250,"Professionalism, Skill Development, Career Exploration, and Ethical Conduct in BIMS",BIMS,1,"Skills and ethical procedures to assist in professional practice of Biomedical Sciences; exploration of business and professional concepts; topics include development of the individual, ethical integrity, interpersonal dynamics, effective communication skills.",-1,Unknown,0,3.0
BIMS289,BIMS 289,Special Topics in...,BIMS,4,Selected topics in an identified area of biomedical science. May be repeated for credit.,3.83,Light,0,3.9
BIMS291,BIMS 291,Research,BIMS,4,Research conducted under the direction of faculty member in biomedical sciences. May be repeated for credit.,-1,Unknown,0,3.0
BIMS301,BIMS 301,Biomedical Sciences Study Abroad,BIMS,12,For students in approved programs abroad. May be repeated for credit. Maximum 3 hours free elective credit in the BIMS degree plan. Must be taken on a satisfactory/unsatisfactory basis.,-1,Unknown,0,3.0
BIMS303,BIMS 303,Research Methodologies and Experimental Design in Biomedical Sciences,BIMS,3,"Exploration of various research methodologies and experimental designs; includes lab-based, field based, quantitative, qualitative and mixed methods approach; emphasis on best practices in research; analysis and interpretation of data to draw conclusions; development of critical thinking skills; focus on appropriate methodologies for various experimental designs.",-1,Unknown,0,3.0
BIMS320,BIMS 320,Biomedical Genetics,BIMS,3,"Fundamental genetic principles as applied to biomedical science; Mendelian inheritance, linkage and genetic mapping, mutagenesis and pedigree analysis; molecular basis of gene function and inherited disease; gene therapy and genetic counseling. Only one of the following will satisfy the requirements for a degree: GENE 301 , GENE 302 , GENE 315, GENE 320/BIMS 320 , or BIMS 320/GENE 320 .",3.38,Moderate,239,3.2
BIMS380,BIMS 380,Equine-Assisted Activities and Therapies - Best Practices,BIMS,3,"Exploration of concepts behind Equine-Assisted Activities and Therapies (EAAT); principles of EAAT, horse welfare, safety factors, effective techniques to promote healing of participants and career options.",4.0,Light,16,3.0
BIMS402,BIMS 402,Anatomy,BIMS,4,Clinical and functional anatomy focused on pre-professional training; includes anatomy of all major body systems. 75; or approval on instructor.,-1,Unknown,0,3.0
BIMS405,BIMS 405,Mammalian Genetics,BIMS,3,Comparative mammalian genetic systems with emphasis on laboratory animals; organization and expression of mammalian genes; development and use of genetically defined animals in biomedical and genetic research.,3.52,Moderate,0,3.0
BIMS421,BIMS 421,Advanced Human Genetics,BIMS,3,"A rigorous, analytical approach to genetic analysis of humans including diagnosis and management of genetic disease in humans; transmission of genes in human populations; human cytogenetics; the structure of human genes; human gene mapping; molecular analysis of genetic disease; genetics screening and counseling.",-1,Unknown,0,4.0
BIMS481,BIMS 481,Seminar,BIMS,1,Exploration of published scientific research via guided discussions; familiarization with the necessary skills to conduct an appropriate literature search of the scientific record; extensive practice in effectively communicating biomedical science through oral presentation. Must be taken on a satisfactory/unsatisfactory basis.,-1,Unknown,0,4.4
BIMS484,BIMS 484,Internship,BIMS,3,Supervised internship in the biomedical sciences workforce for practical application of biomedical sciences knowledge. May be taken for credit up to six hours. Must be taken on a satisfactory/unsatisfactory basis.,-1,Unknown,0,3.0
BIMS485,BIMS 485,Directed Studies,BIMS,4,"Directed individual study of problems in the biomedical sciences with emphasis in the allied health professions, hospital administration, and the health-related industry approved by the instructor. 5 TAMU GPA.",-1,Unknown,0,3.0
BIMS489,BIMS 489,Special Topics in...,BIMS,4,Selected topics in an identified area of biomedical science. May be repeated for credit. 5 TAMU GPA.,-1,Unknown,0,3.0
