name,category,address,city,state,zip_code,phone,website,email,distance_miles,business_size,source,area_label,latitude,longitude,matched_place_id,matched_place_confidence,slug
"Edward Jones-Shana Elliott, CFP®, CPWA® ,Financial Advisor",,,College Station,TX,,,http://edwardjones.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,edward-jones-shana-elliott--cfp---cpwa---financial-advisor
"Kelly Burt Dozer, Inc.",,,College Station,TX,77808,(979) 778-1902,https://kellyburtdozer.com/,burtdozer@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,kelly-burt-dozer--inc
"Jones, Chalon",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,jones--chalon
Shipley Do-Nuts,Fast Food,3001 Wildflower Drive,Bryan,TX,77802,(979) 776-6170,https://shipleydonuts.com/locations/3001-wildflower-dr-101-bryan,,3.41,Local Independent/Franchise,OpenStreetMap,Bryan,30.66657,-96.3224743,osm:node:13469582217,1.0,shipley-do-nuts
Beal Properties,,,College Station,TX,77802,(979) 446-8659,http://bealbcs.com/,reception@bealbcs.com,,Local Chamber Member,BCS Chamber,College Station,,,,,beal-properties
BCS Pawn,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,bcs-pawn
Paramount Property Analysts,,,College Station,TX,,(866) 269-8999,http://ppabv.com/,office@ppabv.com,,Local Chamber Member,BCS Chamber,College Station,,,,,paramount-property-analysts
Longhorn Tavern Steak House,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,longhorn-tavern-steak-house
Elliott Electric Supply,,,College Station,TX,,,http://elliottelectric.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elliott-electric-supply
Lynch Heritage Properties LLC dba AgQuarters,,,College Station,TX,,,http://agquarters.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,lynch-heritage-properties-llc-dba-agquarters
Baylor Scott & White Cosmetic Surgery Center - College Station,,"Here in College Station, we provide the complete range of cosmetic and plastic surgery solutions in a discrete and comfortable standalone facility.?, Here in College Station, we provide the complete range of cosmetic and plastic surgery solutions in a discrete and comfortable standalone facility.?",College Station,TX,,,https://bswhealth.com/locations/college-station-cosmetic-surgery,,,Local Chamber Member,BCS Chamber,College Station,30.5827841,-96.2789869,osm:way:259554006,0.821,baylor-scott---white-cosmetic-surgery-center---college-station
"The Bridge Yoga, BCS",,,College Station,TX,77840,(979) 485-9190,http://thebridgeyogabcs.com/,thebridgeyogabcs@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,the-bridge-yoga--bcs
"Fairwinds Human Resource Solutions, LLC",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,fairwinds-human-resource-solutions--llc
Peacock Legacy of Hope,,,College Station,TX,77802,(979) 201-5960,http://peacocklegacy.org/,info@peacocklegacy.org,,Local Chamber Member,BCS Chamber,College Station,,,,,peacock-legacy-of-hope
The Back Nine Golf - Aggieland,,,College Station,TX,77840,(979) 330-7275,https://thebackninegolf.com/college-station-tx-south,,,Local Chamber Member,BCS Chamber,College Station,,,,,the-back-nine-golf---aggieland
Texas Embroidery and Designs,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-embroidery-and-designs
Dudley Engineering,,,College Station,TX,77845,(979) 777-0720,https://dudleyeng.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,dudley-engineering
"K & H Portable Toilets, Inc.",,,College Station,TX,77833,(979) 836-0552,http://khtoilets.com/,info@khtoilets.com,,Local Chamber Member,BCS Chamber,College Station,,,,,k---h-portable-toilets--inc
"Bluebonnet Abstract and Title, LLC",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,bluebonnet-abstract-and-title--llc
Easterwood Airport Management,,,College Station,TX,,,http://easterwoodairport.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,easterwood-airport-management
Farm Patch,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,farm-patch
"Price 4 Limo College Station | College Station Charter Bus, Party Bus, Limo Company",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,price-4-limo-college-station---college-station-charter-bus--party-bus--limo-company
Tim Hortons,Cafe,3706 Texas Avenue South,College Station,TX,77801,(979) 450-7434,https://locations.timhortons.com/en/tx/bryan/3706-s-texas-ave,,1.44,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.637485,-96.3470097,osm:node:13531957704,1.0,tim-hortons
Dementia Friendly Bryan-College Station,,,College Station,TX,77802,(239) 452-3890,http://dementiafriendlybcs.org/,dementiafriendlybcs@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,dementia-friendly-bryan-college-station
DMILM,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,dmilm
"Listen Hear Audiology Center, LLC",,,College Station,TX,77802,(979) 776-4327,http://listenhearaudiology.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,listen-hear-audiology-center--llc
Dollar Floor Store,,,College Station,TX,,,https://dollarfloorstore.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,dollar-floor-store
"Edward Jones-David Smith, Financial Advisor ® AAMS®",,,College Station,TX,77845,(555) 555-5555,http://edwardjones.com/david-smith3,,,Local Chamber Member,BCS Chamber,College Station,,,,,edward-jones-david-smith--financial-advisor---aams
Fade Factory Barber Studio,,,College Station,TX,,,http://fade-factory.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fade-factory-barber-studio
La Bodega Baja Taco Bar,,,College Station,TX,,,https://labodegabajatacobar.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,la-bodega-baja-taco-bar
KAMU TV/FM,,,College Station,TX,,,http://kamu.tamu.edu/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kamu-tv-fm
Frittella Italian Cafe,,,College Station,TX,,,https://frittellacafe.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,frittella-italian-cafe
Partners in Building,,,College Station,TX,,(979) 337-8293,http://texascasualcottages.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,partners-in-building
"Kimley-Horn and Associates, Inc",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,kimley-horn-and-associates--inc
Dimassi’s,,,College Station,TX,,(713) 789-4444,http://dimassis.com/,info@dimassis.com,,Local Chamber Member,BCS Chamber,College Station,,,,,dimassi-s
Blue Moon Estate Sales USA (Brazos Valley),,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,blue-moon-estate-sales-usa--brazos-valley
The Physicians Centre Hospital,,,College Station,TX,77802,(979) 731-3950,http://thephysicianscentre.com/,,,Local Chamber Member,BCS Chamber,College Station,30.6502444,-96.2979287,osm:way:408449115,0.84,the-physicians-centre-hospital
"Entec Pest Management, Inc.",,,College Station,TX,77801,(979) 553-6265,http://entecpest.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,entec-pest-management--inc
Family Promise of Bryan-College Station,,,College Station,TX,77842,(100) 008-4789,http://familypromisebcs.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,family-promise-of-bryan-college-station
Flying Penguin Ice,,,College Station,TX,77801,(979) 822-6924,http://flyingpenguinice.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,flying-penguin-ice
"Liere, Leslie",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,liere--leslie
Twin Liquors,,,College Station,TX,,(512) 872-4220,http://twinliquors.com/,store77@twinliquors.com,,Local Chamber Member,BCS Chamber,College Station,30.5836194,-96.3236638,osm:node:11575726663,0.84,twin-liquors
Brazos Valley Hobby & Games,,,College Station,TX,77802,(979) 485-1659,http://brazosvalleyhobbyandgames.com/,contact@brazosvalleyhobbyandgames.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-hobby---games
"Dean, Harold",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,dean--harold
Field to Family LLC,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,field-to-family-llc
Kensington Management LLC,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,kensington-management-llc
Pink's Windows Bryan - College Station,,,College Station,TX,,,http://pinkswindows.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,pink-s-windows-bryan---college-station
Truist Briarcrest Branch,,,College Station,TX,,(200) 757-0826,http://bbt.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,truist-briarcrest-branch
"Flores, Bill",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,flores--bill
Maelee Construction & Services LLC,,,College Station,TX,,,http://maeleeconstruction.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,maelee-construction---services-llc
Ballem Harmony Clinic,,,College Station,TX,77802,(979) 316-1849,http://ballemharmonyclinic.com/,info@ballemharmonyclinic.com,,Local Chamber Member,BCS Chamber,College Station,,,,,ballem-harmony-clinic
Dealers Lighting,,,College Station,TX,,,http://dealerselectrical.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,dealers-lighting
EMRG Restoration Solutions,,,College Station,TX,77845,,http://emrgrestoration.com/,info@emrgrestoration.com,,Local Chamber Member,BCS Chamber,College Station,,,,,emrg-restoration-solutions
KWKT - FOX 44 KYLE - Y28,,,College Station,TX,,,https://fox44news.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kwkt---fox-44-kyle---y28
Prosperity Bank - Bryan Main,,,College Station,TX,,(800) 531-1401,http://prosperitybankusa.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,prosperity-bank---bryan-main
Mpamah College Station LLC dba Lapels Cleaners,,,College Station,TX,,(781) 829-9935,http://mylapels.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,mpamah-college-station-llc-dba-lapels-cleaners
"Peters, Mervin",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,peters--mervin
"The Law Office of Shane Phelps, P.C.",,,College Station,TX,77803,(979) 596-6843,http://shanephelpslaw.com/,intake@shanephelpslaw.com,,Local Chamber Member,BCS Chamber,College Station,,,,,the-law-office-of-shane-phelps--p-c
Fiiz Drinks College Station,,,College Station,TX,,,http://fiizdrinks.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fiiz-drinks-college-station
Carport,Cafe,701 University Drive,College Station,TX,77840,,https://caffeinatethepeople.com/,,0.43,Local Independent/Franchise,OpenStreetMap,Northgate,30.6205305,-96.3434901,osm:way:260848841,1.0,carport
Brazos Moving & Storage,,"Moving and Storage Services, Moving and Storage Services",College Station,TX,,,http://brazosmovingandstorage.com/,,,Local Chamber Member,BCS Chamber,College Station,30.5358984,-96.2320544,osm:way:717022625,0.877,brazos-moving---storage
"E6 Audiovisual, LLC",,,College Station,TX,,(979) 366-4111,http://e6av.com/,contactus@e6av.com,,Local Chamber Member,BCS Chamber,College Station,,,,,e6-audiovisual--llc
Brothers Plumbing Co.,,"Brothers Plumbing Co. delivers professional plumbing services in Bryan–College Station, including repairs, water heaters, drains, and emergency service., Brothers Plumbing Co. delivers professional plumbing services in Bryan–College Station, including repairs, water heaters, drains, and emergency service.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brothers-plumbing-co
Embassy Suites by Hilton College Station,,,College Station,TX,,,http://embassysuitescollegestation.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,embassy-suites-by-hilton-college-station
Padlock Escape Games: College Station,,,College Station,TX,77840,(979) 704-6494,http://padlockescapegames.com/,padlockescapegames@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,padlock-escape-games--college-station
Fundamental Wealth Advisors,,,College Station,TX,,,http://fundamentaladvice.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fundamental-wealth-advisors
Brazos County ESD 1,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-county-esd-1
Emily Zieschang Interiors,,,College Station,TX,,(432) 934-3343,http://emilyzieschanginteriors.com/,info@emilyzieschanginteriors.com,,Local Chamber Member,BCS Chamber,College Station,,,,,emily-zieschang-interiors
Mai Shan Yun,Restaurant,103 South College Avenue,College Station,TX,77840,(979) 583-9868,https://maishanyun.com/,,0.4,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6226887,-96.3414335,osm:way:261313228,1.0,mai-shan-yun
Elwood Staffing,,,College Station,TX,,,http://elwoodstaffing.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elwood-staffing
"Lanehart Cabinet Company, Inc.",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,lanehart-cabinet-company--inc
Brazos Flag and Flagpole,,,College Station,TX,,(979) 216-5300,http://brazosflag.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-flag-and-flagpole
McCulloch Homes,,,College Station,TX,77808,(979) 450-4100,https://mccullochhomes.com/,colton@mccullochhomes.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mcculloch-homes
TJ Family & Implant Dentistry,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,tj-family---implant-dentistry
Family Foundation Services,,,College Station,TX,77802,(817) 554-3706,http://familyfoundationservices.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,family-foundation-services
"Kelly, Grace",,,College Station,TX,,,http://brazosvalleyspeeddating.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,kelly--grace
"Duane E. Peters, County Judge",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,duane-e--peters--county-judge
Peace Lutheran Church,,,College Station,TX,77845,(800) 346-6120,https://peacelutheranbcs.org/,office@peacelutheranbcs.org,,Local Chamber Member,BCS Chamber,College Station,30.592568,-96.3090074,osm:way:496810593,0.84,peace-lutheran-church
"Torch Technologies, Inc.",,,College Station,TX,,(256) 319-6000,https://torchtechnologies.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,torch-technologies--inc
Elite Oral & Facial Surgery,,,College Station,TX,,,http://oralstationcollegestation.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elite-oral---facial-surgery
Fifth 'C' Fine Jewelry,,,College Station,TX,,(979) 255-8388,http://fifthcjewelry.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fifth--c--fine-jewelry
Koll Interiors,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,koll-interiors
Body & Sol Integrated Medicine,,,College Station,TX,77802,(979) 217-1757,http://bodyandsolbcs.com/,contact@bodyandsolbcs.com,,Local Chamber Member,BCS Chamber,College Station,,,,,body---sol-integrated-medicine
KTEX-106.1,,,College Station,TX,,,http://ktex.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,ktex-106-1
Mercedes-Benz of College Station,,,College Station,TX,,,https://mbcollegestation.com/,,,Local Chamber Member,BCS Chamber,College Station,30.592993,-96.2879236,osm:way:1013629247,0.84,mercedes-benz-of-college-station
Polaris Fun Center,,,College Station,TX,77802,(979) 779-3000,http://polarisfuncenter.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,polaris-fun-center
El Mundo Del Taco,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,el-mundo-del-taco
Fuego Tortilla Grill,Fast Food,108 Poplar Street,College Station,TX,77840,(979) 703-1804,https://fuegotortillagrill.com/fuego-college-station-tx,,0.66,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6279085,-96.3334478,osm:way:280828414,1.0,fuego-tortilla-grill
"Fries Financial Services, LLC",,,College Station,TX,77801,(979) 846-8395,http://friesfinancial.com/,service@friesfinancial.com,,Local Chamber Member,BCS Chamber,College Station,,,,,fries-financial-services--llc
Prosperity Bank - Southwest Parkway,,,College Station,TX,,(800) 531-1401,http://prosperitybankusa.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,prosperity-bank---southwest-parkway
Kiddie Academy of College Station,,,College Station,TX,,,http://kiddieacademy.com/college-station,,,Local Chamber Member,BCS Chamber,College Station,,,,,kiddie-academy-of-college-station
Morgan Virtual Psychiatry,,,College Station,TX,77802,(888) 360-7587,http://morganvirtualpsychiatry.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,morgan-virtual-psychiatry
TAMU Athletic Department,,,College Station,TX,77843,(979) 862-6059,http://12thman.com/,jparker2@levyrestaurants.com,,Local Chamber Member,BCS Chamber,College Station,,,,,tamu-athletic-department
PNC Bank,,,College Station,TX,,,https://pnc.com/,,,Local Chamber Member,BCS Chamber,College Station,30.6086289,-96.3096259,osm:node:13394212340,0.84,pnc-bank
TNT Security Solutions,,,College Station,TX,,(833) 447-3868,http://tntsecuritysolutions.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,tnt-security-solutions
"Elite Electric, LP",,,College Station,TX,77845,(979) 703-6200,http://elitellp.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elite-electric--lp
Razzoo's Cajun Cafe,Restaurant,820 University Drive East,College Station,TX,77840,(979) 260-4080,https://razzoos.com/collegestation,,1.23,Local Independent/Franchise,OpenStreetMap,Northgate,30.6337592,-96.3254418,osm:way:319032689,1.0,razzoo-s-cajun-cafe
"Kathleen Carter, C.P.A.",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,kathleen-carter--c-p-a
"Kristen Distributing Co., Inc.",,,College Station,TX,77807,(979) 775-6322,http://kristendistributing.com/,careers@kristendistributing.com,,Local Chamber Member,BCS Chamber,College Station,,,,,kristen-distributing-co---inc
Fatty's Liquor,,,College Station,TX,,(979) 704-5109,http://fattysliquor.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,fatty-s-liquor
Famous Famiglia Pizzeria,Restaurant,104 College Main Street,College Station,TX,77840,(979) 703-1690,https://famousfamiglia.com/,,0.55,Local Independent/Franchise,OpenStreetMap,Northgate,30.618672,-96.3456799,osm:node:4147713537,1.0,famous-famiglia-pizzeria
Make A Stand Bully Rescue,,,College Station,TX,,,http://masbullyrescue.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,make-a-stand-bully-rescue
Baylor Scott & White Health Clinics,,"Baylor Scott & White Health is the largest not-for-profit healthcare system in the state of Texas and one of the largest in the U.S., Baylor Scott & White Health is the largest not-for-profit healthcare system in the state of Texas and one of the largest in the U.S.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,30.5827841,-96.2789869,osm:way:259554006,0.83,baylor-scott---white-health-clinics
La Botana Mexican Restaurant,,,College Station,TX,77802,(979) 774-8940,https://labotanamexicanrestaurant.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,la-botana-mexican-restaurant
Letterman Title,,,College Station,TX,,,http://lettermantitle.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,letterman-title
Element Retirement & Investment Consultants,,,College Station,TX,77842,,http://elementconsultants.com/,eric@elementconsultants.com,,Local Chamber Member,BCS Chamber,College Station,,,,,element-retirement---investment-consultants
Mission Ranch,,"College Station's first truly master-planned community Mission Ranch is a stunning, richly wooded estate community rooted in togetherness. Mission Ranch experience is only minutes from Texas A&M., College Station's first truly master-planned community Mission Ranch is a stunning, richly wooded estate community rooted in togetherness. Mission Ranch experience is only minutes from Texas A&M.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mission-ranch
Bock Realty Group,,,College Station,TX,77807,(979) 325-2134,http://bockrealtygroup.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,bock-realty-group
Equipment Depot,,,College Station,TX,,(888) 373-3768,http://eqdepot.com/,eqdhr@eqdepot.com,,Local Chamber Member,BCS Chamber,College Station,,,,,equipment-depot
"Texas Restaurant Association, Brazos Valley Chapter",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-restaurant-association--brazos-valley-chapter
Golden Corral,Restaurant,,College Station,TX,,,http://goldencorral.com/,,1.09,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6329515,-96.3284972,osm:way:319032690,0.84,golden-corral
McDermott Construction,,,College Station,TX,77845,(979) 291-2199,http://mcdermottconstructiongroup.com/,info@mcdermottcg.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mcdermott-construction
Pam Robertson,,,College Station,TX,77803,,http://brazoscountytx.gov/,countyjudge@brazoscountytx.gov,,Local Chamber Member,BCS Chamber,College Station,,,,,pam-robertson
Erin Foehlinger - The Platinum Group Real Estate,,"Real Estate, Real Estate",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,erin-foehlinger---the-platinum-group-real-estate
Eagle Five Stars Painting,,,College Station,TX,,(979) 895-3693,https://eaglefivestarspainting.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,eagle-five-stars-painting
Texas Professional Inspections,,,College Station,TX,77845,(979) 777-9401,http://texasproinspections.com/,info@texasproinspections.com,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-professional-inspections
Brazos Valley Roofing LLC,,,College Station,TX,,,http://bvroofing.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-roofing-llc
First Christian Church of Bryan/College Station,,,College Station,TX,77803,(979) 823-5451,http://firstchristianbcs.org/,firstchristianbcs@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,first-christian-church-of-bryan-college-station
Thorn Music Center,,,College Station,TX,77840,(979) 260-3200,http://thornmusiccenter.com/,info@thornmusiccenter.com,,Local Chamber Member,BCS Chamber,College Station,,,,,thorn-music-center
Faith Floors & More,,,College Station,TX,77845,(979) 694-7100,http://faithfloors.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,faith-floors---more
Elements Massage,,,College Station,TX,77802,(979) 774-4343,http://elementsmassage.com/bryan,,,Local Chamber Member,BCS Chamber,College Station,,,,,elements-massage
Polite Coffee & Kinderhill Brew Lab,,,College Station,TX,,,https://politecoffee.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,polite-coffee---kinderhill-brew-lab
McFerrin Center for Entrepreneurship,,,College Station,TX,77843,,https://mcferrin.tamu.edu/,mcferrincenter@tamu.edu,,Local Chamber Member,BCS Chamber,College Station,,,,,mcferrin-center-for-entrepreneurship
"EBCO General Contractor, Ltd.",,"EBCO General Contractor builds high-quality commercial, multifamily, and industrial projects across Texas with a focus on integrity, experience, and client satisfaction., EBCO General Contractor builds high-quality commercial, multifamily, and industrial projects across Texas with a focus on integrity, experience, and client satisfaction.",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,ebco-general-contractor--ltd
Express Oil Change & Tire Engineers,,,College Station,TX,,(123) 456-7890,http://expressoil.com/,,,Local Chamber Member,BCS Chamber,College Station,30.5783408,-96.3180276,osm:way:1279997985,0.84,express-oil-change---tire-engineers
Brazos Valley Museum Of Natural History,,,College Station,TX,77802,(979) 776-2195,http://brazosvalleymuseum.org/,events@brazosvalleymuseum.org,,Local Chamber Member,BCS Chamber,College Station,30.6667549,-96.3207373,osm:way:408487709,0.819,brazos-valley-museum-of-natural-history
Rosa's Cafe & Tortilla Factory,Restaurant,,College Station,TX,,(817) 377-6200,http://rosascafe.com/,,1.18,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.6336982,-96.3269942,osm:way:319032709,0.84,rosa-s-cafe---tortilla-factory
Emma's Project,,,College Station,TX,,(979) 317-9829,http://emmasproject.org/,michael@emmasproject.com,,Local Chamber Member,BCS Chamber,College Station,,,,,emma-s-project
The Rife Law Firm,,,College Station,TX,,,http://rifelaw.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,the-rife-law-firm
Brazos Valley Cancer Center,,,College Station,TX,77802,(979) 776-2000,https://cancerclinic.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-cancer-center
Frost Bank,,,College Station,TX,,(800) 513-7678,http://frostbank.com/,webhelp@frostbank.com,,Local Chamber Member,BCS Chamber,College Station,30.5623414,-96.259777,osm:way:1217921869,0.84,frost-bank
Napa Flats Wood-Fired Kitchen,Restaurant,1727 Texas Avenue South,College Station,TX,77840,(979) 383-2500,https://napaflats.com/,greatfood@napaflats.com,1.06,Local Independent/Franchise,OpenStreetMap,College Station,30.6161212,-96.3189264,osm:node:4102833573,1.0,napa-flats-wood-fired-kitchen
"Ecopools and Spas, LLC.",,,College Station,TX,,(979) 286-0443,http://ecopoolsbcs.com/,customerservice@ecopoolsbcs.com,,Local Chamber Member,BCS Chamber,College Station,,,,,ecopools-and-spas--llc
Luv Homes of Bryan,,,College Station,TX,77803,(979) 314-7575,http://luvhomesofbryan.com/,dalys.weihausen@luvhomes.com,,Local Chamber Member,BCS Chamber,College Station,,,,,luv-homes-of-bryan
Mike Green - Keller Williams Realty,,,College Station,TX,,,http://mikesellstxhomes.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,mike-green---keller-williams-realty
Bryan Creative Group,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,bryan-creative-group
Pete's Auto Care Center,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,pete-s-auto-care-center
Pinnacle Bank,,,College Station,TX,,(800) 227-7715,https://pinnbanktx.com/,paige.slate@pinnbank.com,,Local Chamber Member,BCS Chamber,College Station,,,,,pinnacle-bank
Estates at Panther Creek,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,estates-at-panther-creek
Terrace Pines Apartments,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,terrace-pines-apartments
"Elite Roofing Services, LLC",,,College Station,TX,,,http://elite-roofingservices.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,elite-roofing-services--llc
